-1,0.513514,42
-1,0.567568,42
-1,0.621622,42
-1,0.675676,42
-1,0.72973,42
-1,0.783784,42
-1,0.837838,42
-1,0.891892,42
-1,0.945946,42
-1,1,42
-0.945946,0.513514,42
-0.945946,0.567568,42
-0.945946,0.621622,42
-0.945946,0.675676,42
-0.945946,0.72973,42
-0.945946,0.783784,42
-0.945946,0.837838,42
-0.945946,0.891892,42
-0.945946,0.945946,42
-0.945946,1,42
-0.891892,0.513514,42
-0.891892,0.567568,42
-0.891892,0.621622,42
-0.891892,0.675676,42
-0.891892,0.72973,42
-0.891892,0.783784,42
-0.891892,0.837838,42
-0.891892,0.891892,42
-0.891892,0.945946,42
-0.891892,1,42
-0.837838,0.513514,42
-0.837838,0.567568,42
-0.837838,0.621622,42
-0.837838,0.675676,42
-0.837838,0.72973,42
-0.837838,0.783784,42
-0.837838,0.837838,42
-0.837838,0.891892,42
-0.837838,0.945946,42
-0.837838,1,42
-0.783784,0.513514,42
-0.783784,0.567568,42
-0.783784,0.621622,42
-0.783784,0.675676,42
-0.783784,0.72973,42
-0.783784,0.783784,42
-0.783784,0.837838,42
-0.783784,0.891892,42
-0.783784,0.945946,42
-0.783784,1,42
-0.72973,0.513514,42
-0.72973,0.567568,42
-0.72973,0.621622,42
-0.72973,0.675676,42
-0.72973,0.72973,42
-0.72973,0.783784,42
-0.72973,0.837838,42
-0.72973,0.891892,42
-0.72973,0.945946,42
-0.72973,1,42
-0.675676,0.513514,42
-0.675676,0.567568,42
-0.675676,0.621622,42
-0.675676,0.675676,42
-0.675676,0.72973,42
-0.675676,0.783784,42
-0.675676,0.837838,42
-0.675676,0.891892,42
-0.675676,0.945946,42
-0.675676,1,42
-0.621622,0.513514,42
-0.621622,0.567568,42
-0.621622,0.621622,42
-0.621622,0.675676,42
-0.621622,0.72973,42
-0.621622,0.783784,42
-0.621622,0.837838,42
-0.621622,0.891892,42
-0.621622,0.945946,42
-0.621622,1,42
-0.567568,0.513514,42
-0.567568,0.567568,42
-0.567568,0.621622,42
-0.567568,0.675676,42
-0.567568,0.72973,42
-0.567568,0.783784,42
-0.567568,0.837838,42
-0.567568,0.891892,42
-0.567568,0.945946,42
-0.567568,1,42
-0.513514,0.513514,42
-0.513514,0.567568,42
-0.513514,0.621622,42
-0.513514,0.675676,42
-0.513514,0.72973,42
-0.513514,0.783784,42
-0.513514,0.837838,42
-0.513514,0.891892,42
-0.513514,0.945946,42
-0.513514,1,42
-0.459459,0.513514,42
-0.459459,0.567568,42
-0.459459,0.621622,42
-0.459459,0.675676,42
-0.459459,0.72973,42
-0.459459,0.783784,42
-0.459459,0.837838,42
-0.459459,0.891892,42
-0.459459,0.945946,42
-0.459459,1,42
-0.405405,0.513514,42
-0.405405,0.567568,42
-0.405405,0.621622,42
-0.405405,0.675676,42
-0.405405,0.72973,42
-0.405405,0.783784,42
-0.405405,0.837838,42
-0.405405,0.891892,42
-0.405405,0.945946,42
-0.405405,1,42
-0.351351,0.513514,42
-0.351351,0.567568,42
-0.351351,0.621622,42
-0.351351,0.675676,42
-0.351351,0.72973,42
-0.351351,0.783784,42
-0.351351,0.837838,42
-0.351351,0.891892,42
-0.351351,0.945946,42
-0.351351,1,42
-0.297297,0.513514,42
-0.297297,0.567568,42
-0.297297,0.621622,42
-0.297297,0.675676,42
-0.297297,0.72973,42
-0.297297,0.783784,42
-0.297297,0.837838,42
-0.297297,0.891892,42
-0.297297,0.945946,42
-0.297297,1,42
-0.243243,-1,42
-0.243243,-0.945946,42
-0.243243,-0.891892,42
-0.243243,-0.837838,42
-0.243243,-0.783784,42
-0.243243,-0.72973,42
-0.243243,-0.675676,42
-0.243243,-0.621622,42
-0.243243,-0.567568,42
-0.243243,-0.513514,42
-0.243243,-0.459459,42
-0.243243,-0.405405,42
-0.243243,-0.351351,42
-0.243243,-0.297297,42
-0.243243,-0.243243,42
-0.243243,-0.189189,42
-0.243243,-0.135135,42
-0.243243,-0.0810811,42
-0.243243,-0.027027,42
-0.243243,0.027027,42
-0.243243,0.0810811,42
-0.243243,0.135135,42
-0.243243,0.189189,42
-0.243243,0.243243,42
-0.243243,0.297297,42
-0.243243,0.351351,42
-0.243243,0.405405,42
-0.243243,0.459459,42
-0.243243,0.513514,42
-0.243243,0.567568,42
-0.243243,0.621622,42
-0.243243,0.675676,42
-0.243243,0.72973,42
-0.243243,0.783784,42
-0.243243,0.837838,42
-0.243243,0.891892,42
-0.243243,0.945946,42
-0.243243,1,42
-0.189189,-1,42
-0.189189,-0.945946,42
-0.189189,-0.891892,42
-0.189189,-0.837838,42
-0.189189,-0.783784,42
-0.189189,-0.72973,42
-0.189189,-0.675676,42
-0.189189,-0.621622,42
-0.189189,-0.567568,42
-0.189189,-0.513514,42
-0.189189,-0.459459,42
-0.189189,-0.405405,42
-0.189189,-0.351351,42
-0.189189,-0.297297,42
-0.189189,-0.243243,42
